Chain,Link,Via,Datetime,Summary,Full Content,Rating,summary-processed,full_content-processed,full_content-sentiment,full_content-keywords,district
Phúc Long,https://www.foody.vn/ho-chi-minh/phuc-long-lotte-mart-quan-11,iPhone,2018-04-06 23:58:00,Pha ổn nhưng không gian hơi nhỏ,"Trước mình uống bên đây được 1 lần, mua về, sáng chưa ăn gì uống trà hoa hồng tự nhiên mắc ói rồi sợ luôn, ngay dịp khai trương nữa. Nay đi học về trễ, tính qua RomeA uống trà sữa mà hơi xa, sợ đóng cửa nên qua đây. Tụi mình gọi 1 trà sữa PL & 1 Olong sữa, all đá & size vừa, thêm 1 bánh flan trà xanh nhưg ko add vào trà sữa mà ăn riêng (20k). Tổng cộng hết tròn 100k.
Quán do đi khá trễ vs cũng gần tới giờ đóng cửa, lại ko phải t7 cn nên cũng còn dư tầm 4 bàn đôi vs bàn dài ko ai ngồi. Nhân viên lịch sự, chào hỏi tận tình từ lúc bước vô vs tính tiền, nói chuyện nhẹ nhàng. Thiết nghĩ PL nên có thêm cái sọt rác bên trong, chỗ nào đó dễ thấy để khách tự ý bỏ rác ko thì lâu lâu gặp khách vô ý thức lại thành nhìn bẩn bẩn. 
Trà sữa bên này ko ngon bằng RomeA, bù lại ko gian đẹp, có view và lắp kính nhìn thoáng + sáng hơn (so vs cả Vạn Hạnh Mall)",7.2,pha ổn nhưng không gian hơi nhỏ,trước mình uống bên đây được 1 lần mua về sáng chưa ăn gì uống trà hoa hồng tự nhiên mắc ói rồi sợ luôn ngay dịp khai trương nữa. nay đi học về trễ tính qua romea uống trà sữa mà hơi xa sợ đóng cửa nên qua đây. tụi mình gọi 1 trà sữa pl 1 olong sữa all đá size vừa thêm 1 bánh flan trà xanh nhưg ko add vào trà sữa mà ăn riêng 20k . tổng cộng hết tròn 100k. quán do đi khá trễ vs cũng gần tới giờ đóng cửa lại ko phải t7 cn nên cũng còn dư tầm 4 bàn đôi vs bàn dài ko ai ngồi. nhân viên lịch sự chào hỏi tận tình từ lúc bước vô vs tính tiền nói chuyện nhẹ nhàng. thiết nghĩ pl nên có thêm cái sọt rác bên trong chỗ nào đó dễ thấy để khách tự ý bỏ rác ko thì lâu lâu gặp khách vô ý thức lại thành nhìn bẩn bẩn. trà sữa bên này ko ngon bằng romea bù lại ko gian đẹp có view và lắp kính nhìn thoáng sáng hơn so vs cả vạn hạnh mall,None,"[('lần mua', 0.03751167836044042), ('trương nữa', 0.03751167836044042), ('trà sữa', 0.04443276512435907), ('nhiên mắc', 0.04698744285900963), ('luôn ngay', 0.04698744285900963)]",Quận 11
Phúc Long,https://www.foody.vn/ho-chi-minh/phuc-long-lotte-mart-quan-11,iPhone,2018-02-27 14:50:00,Phúc Long Coffee & Tea House - Lotte Mart Lê Đại Hành,"Đi siêu thị ghé vào mua ly Olong sữa size lớn 50k, đợi chờ khá lâu, khách đông nên cũng không có chỗ ngồi mà phải đứng đợi. Đây là lần đầu uống olong ở đây, đậm vị trà hơn so với mấy chỗ khác thật, sữa béo không ngấy, có bọt sữa đầy trong ly, nhưng quá nhiều đá dù đã bảo ít đá, nên uống vài rột là hết trơn 😥 nhìn chung ngon và chất lượng.",7.6,phúc long coffee tea house lotte mart lê đại hành,đi siêu thị ghé vào mua ly olong sữa size lớn 50k đợi chờ khá lâu khách đông nên cũng không có chỗ ngồi mà phải đứng đợi. đây là lần đầu uống olong ở đây đậm vị trà hơn so với mấy chỗ khác thật sữa béo không ngấy có bọt sữa đầy trong ly nhưng quá nhiều đá dù đã bảo ít đá nên uống vài rột là hết trơn nhìn chung ngon và chất lượng.,positive,"[('size lớn', 0.025090801818806387), ('siêu thị', 0.03696292356406033), ('thị ghé', 0.03696292356406033), ('chờ khá', 0.03696292356406033), ('khá lâu', 0.03696292356406033)]",Quận 11
Phúc Long,https://www.foody.vn/ho-chi-minh/phuc-long-lotte-mart-quan-11,Android,2018-02-11 20:18:00,Phúc Long Coffee & Tea House - Lotte Mart Lê Đại Hành,"Ở quận 11 mà uống Phúc Long phải đi xa nên hơi k thích.
Mà nghe tin Phúc Long mở ở Lotte Mart q11 nên vui quá trời vì gần nhà. Từ giờ muốn uống k phải đi xa nữa rồi.
Vẫn là Trà sữa PL thân thuộc. Vẫn đậm vị trà, độ ngọt vừa phải. Uống 1 lần là sẽ uống quài.
PL nằm ngay tầng trệt của Lotte mart. Mà bị cái không gian nhỏ quá. Bữa đi cũng không đông mấy mà vẫn k có chỗ ngồi, phải đợi ngkhac về rồi mới vào ngồi được.
Mọi thứ khác đều ổn. 
Nhân viên thân thiện.
Sẽ ghé thường xuyên.",7.6,phúc long coffee tea house lotte mart lê đại hành,ở quận 11 mà uống phúc long phải đi xa nên hơi k thích. mà nghe tin phúc long mở ở lotte mart q11 nên vui quá trời vì gần nhà. từ giờ muốn uống k phải đi xa nữa rồi. vẫn là trà sữa pl thân thuộc. vẫn đậm vị trà độ ngọt vừa phải. uống 1 lần là sẽ uống quài. pl nằm ngay tầng trệt của lotte mart. mà bị cái không gian nhỏ quá. bữa đi cũng không đông mấy mà vẫn k có chỗ ngồi phải đợi ngkhac về rồi mới vào ngồi được. mọi thứ khác đều ổn. nhân viên thân thiện. sẽ ghé thường xuyên.,positive,"[('phúc long', 0.07892272355410226), ('nên hơi', 0.12923777303976533), ('phải', 0.1593791104137808), ('uống', 0.1634696464979618), ('phúc', 0.18461234464057494)]",Quận 11
Phúc Long,https://www.foody.vn/ho-chi-minh/phuc-long-lotte-mart-quan-11,iPhone,2018-01-07 18:28:00,Phúc Long Coffee & Tea House - Lotte Mart Lê Đại Hành,"Phúc Long ở đây cũng mới khai trương, nằm ở tầng trệt lotte luôn. 
Không gian ở đây cũng nhỏ chứ k rộng. 
- Trà đào (40k): size vừa, ít đá. Theo mình hình như chỉ có ở q1 thì trà đào mới pha ngon. Trà đào ở đây trà nhiều nên khá đắng, bạn mình phải xin thêm syrup để uống. Trà màu khá đậm, nv nói do trà ngâm lâu nên có màu như vậy. 
- Trà là vải (40k): size vừa, ít đá. Đây là lần đầu mình uống món này, ngon. Vừa uống, chua ngọt vừa phải. Hình như được 4 trái vải. Vải ngon, ngọt, ăn thích lắm. Chắc sẽ uống món này dài dài :)) 
PL đợt trước um xùm vụ code wifi nên giờ bỏ luôn rồi, giờ chỉ có pass và xài thoải mái, nhưng vào cũng k dc, may mà ở đây có wifi của lotte.",8.2,phúc long coffee tea house lotte mart lê đại hành,phúc long ở đây cũng mới khai trương nằm ở tầng trệt lotte luôn. không gian ở đây cũng nhỏ chứ k rộng. trà đào 40k size vừa ít đá. theo mình hình như chỉ có ở q1 thì trà đào mới pha ngon. trà đào ở đây trà nhiều nên khá đắng bạn mình phải xin thêm syrup để uống. trà màu khá đậm nv nói do trà ngâm lâu nên có màu như vậy. trà là vải 40k size vừa ít đá. đây là lần đầu mình uống món này ngon. vừa uống chua ngọt vừa phải. hình như được 4 trái vải. vải ngon ngọt ăn thích lắm. chắc sẽ uống món này dài dài pl đợt trước um xùm vụ code wifi nên giờ bỏ luôn rồi giờ chỉ có pass và xài thoải mái nhưng vào cũng k dc may mà ở đây có wifi của lotte.,positive,"[('phúc long', 0.055511008180312266), ('khai trương', 0.06729668490537313), ('trương nằm', 0.06729668490537313), ('tầng trệt', 0.06729668490537313), ('trà', 0.08722601786326283)]",Quận 11
Phúc Long,https://www.foody.vn/ho-chi-minh/phuc-long-lotte-mart-quan-11,iPhone,2017-12-19 19:57:00,Chi nhánh mới!,"Mình ở Q10 nên mỗi lần uống Phúc Long phải chạy ra Q1 mới có. Nay nghe tin Phúc Long đã về lotte mart Lê Đại Hành nên đi liền.
Chắc phải 2-3 năm rồi mới quay lại lotte mart này. Mọi thứ không khác mấy trừ mỗi việc Phúc Long đã xuất hiện :)). Ban đầu mình tính ghé qua, mua về thôi, nhưng do thấy chỗ này không có nhân viên ra order như Now Zone nên thôi lũi xuống hầm xe luôn. Mình uống trà sữa Olong nhỏ. PL vẫn thế lúc nào chả ngon! Ly nhỏ 35k nhé!
Bên trong decor nhiều hoa, thơm thơm, không quá nghẹt khách nên mình thích!",8.0,chi nhánh mới,mình ở q10 nên mỗi lần uống phúc long phải chạy ra q1 mới có. nay nghe tin phúc long đã về lotte mart lê đại hành nên đi liền. chắc phải 2 3 năm rồi mới quay lại lotte mart này. mọi thứ không khác mấy trừ mỗi việc phúc long đã xuất hiện . ban đầu mình tính ghé qua mua về thôi nhưng do thấy chỗ này không có nhân viên ra order như now zone nên thôi lũi xuống hầm xe luôn. mình uống trà sữa olong nhỏ. pl vẫn thế lúc nào chả ngon ly nhỏ 35k nhé bên trong decor nhiều hoa thơm thơm không quá nghẹt khách nên mình thích,positive,"[('phúc long', 0.05237899731302212), ('nay nghe', 0.054703677299512886), ('nghe tin', 0.054703677299512886), ('đại hành', 0.054703677299512886), ('lotte mart', 0.05894221000959643)]",Quận 11
Phúc Long,https://www.foody.vn/ho-chi-minh/phuc-long-911-nguyen-anh-thu,Web,2022-05-19 19:15:00,Phúc Long 911 Nguyễn Ảnh Thủ,Ngon hơn so với chổ khác,5.0,phúc long 911 nguyễn ảnh thủ,ngon hơn so với chổ khác,positive,"[('ngon hơn', 0.04940384002065631), ('chổ khác', 0.04940384002065631), ('ngon', 0.15831692877998726), ('khác', 0.15831692877998726), ('hơn', 0.29736558256021506)]",Quận 12
Phúc Long,https://www.foody.vn/ho-chi-minh/phuc-long-chung-cu-12-view,iPhone,2022-04-08 13:47:00,Tệ,"Quá tệ. Oder 2 ly note rõ ràng để đá riêng, 70% đường. Ship giao tới, đá bỏ chung, đường full. Hình thức bán online mà nhận đơn ko đọc note của khách à? Thua",3.4,tệ,quá tệ. oder 2 ly note rõ ràng để đá riêng 70 đường. ship giao tới đá bỏ chung đường full. hình thức bán online mà nhận đơn ko đọc note của khách à thua,negative,"[('quá', 0.1680456893904008), ('oder', 0.1680456893904008), ('riêng', 0.1680456893904008), ('đường', 0.24593328989525284), ('đường full', 0.25437775757445147)]",Quận 12
Starbucks Coffee,https://www.foody.vn/ho-chi-minh/starbucks-coffee-the-vista-an-phu,iPhone,2022-04-19 23:17:00,Starbucks Coffee - The Vista An Phú,"- Chi nhánh yêu thích của minh. Không gian thoáng, dễ chịu, tối ra ngoài ngồi mát lắm, ngắm Xa Lộ Hà Nội. Nhân viên thì bình thường thôi, lịch sự. Mà Starbucks ở khu này mở gần lắm luôn lên tí xíu có ở Gateway, ngay Thảo Điền có thêm cái nữa, xéo xéo Vista là có ở Estella, mà mình vẫn thích ngồi bên Vista nhất.
- Món yêu thích luôn: Greentea Latte, thay sữa đậu nành, ít đá. 
- Lúc trước dịch Dooki với 4P’s còn mở food truck ở Vista mà dịch Covid xong cái dẹp hết rùi.",8.4,starbucks coffee the vista an phú,chi nhánh yêu thích của minh. không gian thoáng dễ chịu tối ra ngoài ngồi mát lắm ngắm xa lộ hà nội. nhân viên thì bình thường thôi lịch sự. mà starbucks ở khu này mở gần lắm luôn lên tí xíu có ở gateway ngay thảo điền có thêm cái nữa xéo xéo vista là có ở estella mà mình vẫn thích ngồi bên vista nhất. món yêu thích luôn greentea latte thay sữa đậu nành ít đá. lúc trước dịch dooki với 4p s còn mở food truck ở vista mà dịch covid xong cái dẹp hết rùi.,positive,"[('chi nhánh', 0.030305511692319122), ('nhánh yêu', 0.09235015208870782), ('yêu thích', 0.12972822594526828), ('chi', 0.1474856193365276), ('minh', 0.1474856193365276)]",Tp. Thủ Đức
Starbucks Coffee,https://www.foody.vn/ho-chi-minh/starbucks-coffee-the-vista-an-phu,iPhone,2020-07-26 00:50:00,Starbucks Coffee - The Vista An Phú,"Nhân viện ko còn thân thiện hay ân cần khách , nước làm cũng đi xuống tay nghề so với những đợt đầu mình đi , mocha frap quá ngọt ko nghe mùi cf luôn . Nchung ko gian ổn có điều service đi xuống",6.0,starbucks coffee the vista an phú,nhân viện ko còn thân thiện hay ân cần khách nước làm cũng đi xuống tay nghề so với những đợt đầu mình đi mocha frap quá ngọt ko nghe mùi cf luôn . nchung ko gian ổn có điều service đi xuống,negative,"[('nhân viện', 0.010790566022754074), ('xuống tay', 0.016108305706082966), ('thân thiện', 0.01618017406285385), ('thiện hay', 0.01618017406285385), ('cần khách', 0.01618017406285385)]",Tp. Thủ Đức
Starbucks Coffee,https://www.foody.vn/ho-chi-minh/starbucks-coffee-the-vista-an-phu,iPhone,2020-04-09 10:45:00,Starbucks Coffee - The Vista An Phú,order 1 yuzu cold brew 1 macchiato cuối cùng nhận dc 2 macchiato hahaa,9.6,starbucks coffee the vista an phú,order 1 yuzu cold brew 1 macchiato cuối cùng nhận dc 2 macchiato hahaa,negative,"[('macchiato hahaa', 0.015198370033106133), ('yuzu cold', 0.020435055290363522), ('cold brew', 0.020435055290363522), ('macchiato cuối', 0.025122266705129008), ('cuối cùng', 0.033892441937102495)]",Tp. Thủ Đức
Starbucks Coffee,https://www.foody.vn/ho-chi-minh/starbucks-coffee-the-vista-an-phu,iPhone,2020-03-14 10:39:00,Starbucks Coffee - The Vista An Phú,"• Nằm trong khu Vista An Phú, kế bên hầm gửi xe nên cũng dễ đi lại.

• Mình thử Vanilla Cream Frappuccino, về giá mình nhớ đại khái cũng hơn 100k. Hương vị cũng khá ngon, đậm mùi sữa, nói chung ổn, có thể thử lại.

• Không gian rộng nhưng không có quá nhiều chỗ ngồi, cả khu máy lạnh lẫn ngoài trời. Khuyến cáo nên đi buổi tối và ngồi khu ngoài vì rất mát và đẹp.

• Bạn nhân viên lịch sự chứ không nhiệt tình lắm.

• Sẽ quay lại thử thức uống khác .",7.0,starbucks coffee the vista an phú,nằm trong khu vista an phú kế bên hầm gửi xe nên cũng dễ đi lại. mình thử vanilla cream frappuccino về giá mình nhớ đại khái cũng hơn 100k. hương vị cũng khá ngon đậm mùi sữa nói chung ổn có thể thử lại. không gian rộng nhưng không có quá nhiều chỗ ngồi cả khu máy lạnh lẫn ngoài trời. khuyến cáo nên đi buổi tối và ngồi khu ngoài vì rất mát và đẹp. bạn nhân viên lịch sự chứ không nhiệt tình lắm. sẽ quay lại thử thức uống khác .,positive,"[('bên hầm', 0.07108770391534608), ('hầm gửi', 0.07108770391534608), ('nằm', 0.18173350188898796), ('lại', 0.21824920706187928), ('thử', 0.21824920706187928)]",Tp. Thủ Đức
Starbucks Coffee,https://www.foody.vn/ho-chi-minh/starbucks-coffee-the-vista-an-phu,Android,2018-12-28 17:08:00,Starbucks Coffee - The Vista An Phú,"Món nước noel ko có gì đặc biệt.
Ngồi ngoài trời thoải mái.",7.8,starbucks coffee the vista an phú,món nước noel ko có gì đặc biệt. ngồi ngoài trời thoải mái.,negative,"[('món nước', 0.07796891081290885), ('đặc biệt', 0.07796891081290885), ('nước noel', 0.1495930091794576), ('món', 0.2005079697193566), ('biệt', 0.2005079697193566)]",Tp. Thủ Đức
