Chain,Link,Via,Datetime,Summary,Full Content,Rating
Highlands Coffee,https://www.foody.vn/ho-chi-minh/highlands-coffee-van-hanh-mall,Android,2020-06-24 16:34:00,Chất lượng dịch vụ chưa tốt,"Ly khách uống còn để trên bàn rất nhiều khi họ đã rời đi, chưa chủ động dọn bàn cho khách khi vào. Nhân viên chưa chuyên nghiệp xử lý vấn đề và chổ ngồi cho khách, chưa niềm nở và tạo nên tác phong phấn khởi đại diện thương hiệu.",6.2
Highlands Coffee,https://www.foody.vn/ho-chi-minh/highlands-coffee-van-hanh-mall,iPhone,2020-05-08 22:05:00,Highlands Coffee - Trade Center Q10,"Hết cách ly Highlands đã đông trở lại rồi nha. Mình đi tối hông còn bàn ngồi nên thôi mua mang đi. Nhân viên dễ thương nhiệt tình lắm nè. Đông nhưng làm nước cũng nhanh lắm. Mình uống freeze chocolate thay đổi, thường uống trà xanh thôi à. Chocolate đậm vị hơi đắng đắng thơm. Ly nhỏ 49k. Giá qua bao năm vẫn không đổi. Thường mua về là túi quay nilon, nhưng nay là quay xách môi trường nhìn xinh xinh. Có thể để dành tận dụng mua nước xách được á.",8.0
Highlands Coffee,https://www.foody.vn/ho-chi-minh/highlands-coffee-van-hanh-mall,iPhone,2020-04-08 22:48:00,Highlands Coffee - Trade Center Q10,"Chi nhánh Highlands ở vạn hạnh mall mình thấy lúc nào cũng đông )) Có mấy bữa đi chiều tối mà hết chỗ luôn í nhưng mà mặt bằng dân trí cao nên chịu thui. 
Sau đây thì mình sẽ review về vài món nổi bật trong menu quán
👉 Món trà xanh frezee: Trà xanh đá xay ở đây thì có vị hơi ngọt hơn những chỗ khác 1 tí, hôm mình đi thì xay hơi bị đặc (kiểu còn nhiều đá í), ngoài ra thì frezee ở đây còn có thêm thạch uống cùng khá vui miệng. Phần whipping cream ở trên là ngon nhất í,nó ko bị ngọt lịm mà lạt lạt, béo béo nên uống ko bị ngán. 
👉 Cf phin sữa đá: đối với các bạn uống cà phê ko quen thì sẽ thấy nó đắng, hơi say nhưng mà tại vì mình cũng khá nghiện cf í nên là mình thấy nó khá vừa miệng ))) Đây là món mình chọn trong những lúc túi cạn tiền
👉 Trà đào: Món này khá bình thường ))) Mình thấy vị giống mấy quán khác nên ko ấn tượng mấy
👉 Trà sen vàng: Món này thì khá lạ miệng nè, mình thích nhất là lớp kem sữa ở trên, na ná TCH í )) có sen ở dưới nhai nhai vui miệng, cũng nên thử nhe",7.2
Highlands Coffee,https://www.foody.vn/ho-chi-minh/highlands-coffee-van-hanh-mall,iPhone,2020-02-27 13:39:00,Ổn,"Đồ uống tạm ổn, hơi đông nên phải đợi lâu
Nên check chỗ ngồi trước khi order, nhân viên bình thường, không thân thiện mấy",7.0
Highlands Coffee,https://www.foody.vn/ho-chi-minh/highlands-coffee-van-hanh-mall,iPhone,2019-11-11 00:23:00,Highlands Coffee - Vạn Hạnh Mall,"Đi vài được vài lần, up chung 1 lần luôn.
Đồ uống bình thường, không gian bình thường.
Highlands kiểu như chỉ là địa điểm mình lựa chọn tìm đến khi không còn sự lựa chọn nào khác í 😂 cá nhân mình thôi.
Mà được cái cà phê sữa ngon, nhưng cũng không đủ để thu hút mình quay lại.",7.0
Highlands Coffee,https://www.foody.vn/ho-chi-minh/highlands-coffee-van-hanh-mall,iPhone,2019-10-31 20:23:00,Nước tệ,"Mình uống chanh đá xay rất nhiều ở các chi nhánh rồi, nay có hẹn công việc ở đây thì ghé vào uống. Lúc order có nói rỏ là ít đường thì bạn nhân viên dạ, nhưng đến khi nhận nước thì quá tệ. Nước không ngọt nhưng cũng không chua. Quá nhạt nên mình mang vào nhờ kiểm tra lại xem có thiếu gì không thì được bạn nhân viên bảo để cho vào xay lại. Xay xong nhận uống thì nó quá ngọt vẫn không chua. 
Ít nhiều sau khi làm lại nv phải check xem đc chưa rồi mới mang cho khách hàng chứ. Cực kì thất vọng",1.8
Highlands Coffee,https://www.foody.vn/ho-chi-minh/highlands-coffee-van-hanh-mall,iPhone,2019-10-23 09:13:00,Highlands Coffee - Vạn Hạnh Mall,nóng ko mở máy lạnh chỉ có hai cây quạt,3.4
Highlands Coffee,https://www.foody.vn/ho-chi-minh/highlands-coffee-van-hanh-mall,Android,2019-08-30 21:35:00,Đặt nước qua app thì không được áp dụng đồng giá 49k freeze trà xanh?,"Hôm nay là thứ sáu, Highlands có chương trình đồng giá 49k mọi size freeze trà xanh. Để cho chắc chắn là chương trình vẫn còn, mình đã lên fanpage Facebook của Highlands kiểm tra trước rồi mới đặt qua Baemin. Nhưng sau đó thì không được áp dụng, shipper nói cửa hàng trả lời là ko áp dụng cho Baemin ồ wow 🙂 Trong khi hai tuần nay thứ sáu mình đặt qua Goviet, Grab ở Highlands Hùng Vương Plaza và luôn được up lên size L nhé 🙂 Đọc thêm được review của mọi người bị phân biệt đối xử, không bỏ thạch khi đem bình đến mua ở chỗ này thì cũng hiểu nhân viên phục vụ thế nào rồi. Thôi xin tạm biệt cái chi nhánh này và không bao giờ gặp lại 🙂",1.0
Highlands Coffee,https://www.foody.vn/ho-chi-minh/highlands-coffee-van-hanh-mall,iPhone,2019-06-10 23:10:00,Trà thạch đào mà không có thạch,Hôm nay mình đem theo bình nước order 2 trà thạch đào size L nhưng sau thời gian chờ đợi nước nhân viên mang ra cho 2 ly trà vs đào hoàn toàn không có thạch.......kiểu nhân viên não cá vàng quên bỏ thạch chăng hay do phân biệt đối xử nhỉ đem theo bình nước thì không cho mình thạch chăng ???? Highland làm vậy không sợ mất khách sao.... 1 fan cuồng HIGHLAND nhưng lần này HIGHLAND làm mất điểm quá!!!!,1.0
Highlands Coffee,https://www.foody.vn/ho-chi-minh/highlands-coffee-van-hanh-mall,iPhone,2019-06-10 23:01:00,Phân biệt khi mang bình nước riêng,"Mình và bạn vô quán 21h ngày hôm nay và dùng ly riêng để đựng nước. Bạn nhân viên oder rất thân thiện và nhiệt tình. Bọn m đặt 2 ly trà thạch đào, và không biết các bạn có ý gì khi trà thạch đào mà không có tí thạch đào nào? Không lẽ mang ly riêng, được free up size thì sẽ bớt thành phần của món nước. M rất hay uống ở highland, và rất thất vọng vì chuyện này.",3.4
Highlands Coffee,https://www.foody.vn/ho-chi-minh/highlands-coffee-van-hanh-mall,iPhone,2019-04-11 13:00:00,Highlands Coffee - Vạn Hạnh Mall,"Bao nhiêu năm vẫn thích trà sen vàng, trà đào và Match đá xay 😝.bánh cũng ngon lắn ạh.Không gian thoáng nhưng lúc nào cũng đông nên hơi ngộp xíu.",9.0
Highlands Coffee,https://www.foody.vn/ho-chi-minh/highlands-coffee-van-hanh-mall,Android,2019-02-08 14:35:00,Highlands Coffee - Vạn Hạnh Mall,"Tiệm nằm ngay cổng ra vào của vạn hạnh mall nên rất dễ thấy nha. Highlands phục vụ xuyên tết nên tết buồn không biết đi đâu thì ghé highlands chơi nè. Mình gọi 1 socola nóng lớn và 1 trà thạch đào có sữa. Tổng thiệt hại là 120k. Tiệm lớn nhưng luôn đông và thiếu chỗ ngồi nên khi tới thì nên báo nhân viên trước để được sắp chỗ nha. Trà thạch đào ngon, mình dặn ít ngọt nên uống khá vừa miệng. Socola nóng khá đậm vị. Tóm chung là ổn. Giá cả thì không có gì để nói rồi. Nhân viên nhiệt tình. Mình sẽ còn ghé lại",7.4
Highlands Coffee,https://www.foody.vn/ho-chi-minh/highlands-coffee-van-hanh-mall,Android,2018-11-22 19:18:00,Highlands Coffee - Vạn Hạnh Mall,"Mình ghé quán được vài lần. Vì ở mall nên mọi người cứ định hình tinh thần là siêu đông. Nhớ lần đầu tiên vào mall rồi mà thèm Highlands nên đi tìm quán, tìm tất tật 4 ngách cái mall cũng chẳng thấy cái Highlands đâu. Cả bọn còn đinh ninh nhìn lầm. Hóa ra quán chỉ có cửa đi từ ngoài mall vào chứ không thông với bên trong mall. Uống đem đi cũng có mà tại chỗ cũng có. Cái này không biết do mình xui hay chi, nhưng điểm chung của tất cả các quán Highlands mình từng đi, tất cả luôn không chỉ riêng ở Vạn Hạnh mall, là chờ nước siêu lâu. Cái này không biết các bạn có bị không. Nhưng lần nào vào Highlands là mình phải tự xác định mốc meo đợi nước, và Highlands Vạn Hạnh mall cũng không ngoại lệ... Điểm cộng cho quán là view đẹp, sang chảnh. Quán cũng khá rộng. Chất lượng nước tốt nên cũng không cần nói quá nhiều.",8.4
Highlands Coffee,https://www.foody.vn/ho-chi-minh/highlands-coffee-van-hanh-mall,iPhone,2018-10-29 22:33:00,View đẹp sang chảnh,"Highlands mới mở ở Vạn Hạnh Mall, ngay trước mặt tiền luôn dễ đi dễ tìm.
Không gian sang chảnh, khá rộng rãi và nhiều kiểu bàn ghế cho mình dễ lựa chọn. Mình đi tối thứ ba mà gần như full hết bàn luôn. 
Món ăn thức uống thì khỏi bàn cãi rồi chỉ có đều mình thấy thức uống ở đây ngọt hơn những chỗ khác mình đã uống. 
Nhân viên thân thiện, nhiệt tình.
Mình thì sợ chạy xe vô đường hầm của Vạn Hạnh Mall nên mình gửi xe kế bên Highlands luôn giá 4.000₫ 1 chiếc.",9.4
Highlands Coffee,https://www.foody.vn/ho-chi-minh/highlands-coffee-van-hanh-mall,iPhone,2018-10-09 19:32:00,Highlands Coffee - Vạn Hạnh Mall,"Quán mát mẻ, view đẹp.
Freeze trà xanh quá ngọt so với những Highland khác, mình phải bỏ cả nửa ly.
Bánh ngon. Mua bánh kèm nước thì bánh chỉ còn 10k.",8.6
Highlands Coffee,https://www.foody.vn/ho-chi-minh/highlands-coffee-van-hanh-mall,Android,2018-09-30 10:20:00,Highlands Coffee,"🍷 mình uống Highlands trong Vạn Hạnh Mall, ở ngay trước Vạn Hạnh Mall, đi ngay qua ngoài đường sẽ thấy ngay, chứ k phải đi sâu vào trong Mall 
🌺 Không gian sang trọng, ấm cúng, quán cũng hơi bé nên bàn ghế sếp hơi gần nhau, ngoài ra còn có những cái gương cho mọi người sống ảo, ghế có nhiều loại khác nhau, có ghế cứng, có ghế nệm, được sắp xếp rất khoa học nên nhìn vào rất thích
👩👨 nhân viên thân thiện, nhiệt tình, làm việc nhanh nhẹn và rất chuyên nghiệp. Nếu trên bàn bạn có rác ( nắp ly, bill, vỏ bao ống hút,..) là nhân viên tới thu dọn ngay giúp cho bạn của bạn rất ngăn nắp. Đặc biệt mình thấy có 1 anh nhân viên rất dễ thương, chơi đùa cùng với 1 bé nhỏ con của khách hàng. So cuteeee . Mình uống k hết nên lúc về xin nắp ly với bao đem về, nhân viên cũng vô cùng nhiệt tình và làm cho mình. Love love
🍹 mình uống freeze trà xanh, ly lớn to tổ bố luôn nha. Bạn nào nhắm k uống hết thì nên mua li nhỏ hoặc 2 đứa 1 ly lớn, không là uống lòi bản họng. Trà xanh thơm ngon nguyên chất, thạch mềm hòa quyện cùng đá xay, đặc biệt lớp kem béo béo tuyệt cú mèo 
😗 có dịp chắc chắn sẽ quay lại",9.0
Highlands Coffee,https://www.foody.vn/ho-chi-minh/highlands-coffee-van-hanh-mall,Android,2018-09-25 00:43:00,Highlands Coffee - Vạn Hạnh Mall,"*Vị trí: nằm ở TTTM Vạn Hạnh mall. Ngay lầu 1. Đi từ ngoài vào có thể nhìn thấy ngay
*Không gian: sạch sẽ, thoáng mát. Lúc nào cũng đông đúc nên khó chọn view cho mình. Vì đông nên quán hơi ồn, không yên tĩnh như những quán khác
*Thức uống: ngon, cực kì hợp khẩu vị
*Giá cả: xêm xêm với những trà sữa có thương hiệu khác
* Nhân viên: dù đông nhưng rất nhiệt tinh",8.4
Highlands Coffee,https://www.foody.vn/ho-chi-minh/highlands-coffee-van-hanh-mall,Android,2018-09-09 21:55:00,Highlands Coffee Vạn Hạnh Mall,"Nằm ngay mặt tiền Vạn Hạnh mall nên quán đông xĩu, ít khi nào vô quán mà được lựa chổ ngồi lắm tìm được chổ trống chui vô là mừng lắm rồi, được cái nhân viên cũng nhiệt tình sắp chổ ngồi tìm chổ trống cho mình. Quán khá ồn, phải nói là rất ồn cộng thêm mở nhạc nửa ngồi trong quán mình với bạn mình nói chuyện mà không nghe đươc gì toàn phải nhìn khẩu hình 😂 à ở đây làm nước nhanh lắm, về chổ ngồi một xíu là nước xong rồi, k uống ngọt quá thì nhờ nhân viên giảm đường là oke,",8.0
Highlands Coffee,https://www.foody.vn/ho-chi-minh/highlands-coffee-van-hanh-mall,Android,2018-06-28 15:12:00,Highlans Coffee - Vạn Hạnh Mall,"Tụi mình đi 3 người và vì đi ăn BBQ gần đó nên ghé vào uống luôn . Đồ uống ở đây khá ổn , nhưng bánh ngọt thiệt sự mà nói thì tệ và tệ :))) mình gọi 3c : Passion cheese , matcha cheese , tiramisu nhưng thấy chỉ có tiramisu là ngon còn lại thì rất rệ , bánh thì như bánh cũ :))) ăn vô kh có xảm giác gì gọi là ngon :))) nên mình ăn được một ít rồi bỏ luôn 2 bánh kia , chỉ ăn tiramisu . Điểm cộng là nhân viên nhiệt tình , nói chuyện dễ thương . Điểm trừ chủ yếu về phần bánh ngọt . Tụi mình gọi freeze nhưng phần kem tươi bị chảy . Cần cải thiện về phần bánh ngọt và kem tươi còn lại tất cả đều ổn :))))",9.4
Highlands Coffee,https://www.foody.vn/ho-chi-minh/highlands-coffee-van-hanh-mall,iPhone,2018-05-23 15:44:00,Highlands Coffee - Vạn Hạnh Mall,"Highland ở đây không gian khá rộng rãi, nhưng hơi ồn. Ko thích hợp làm việc cho lắm. Đi siêu thị xong ghé nghỉ chân thì ok. Ly trà thanh đào đậm vị trà, ngọt vừa phải, 3 miếng đào to đùng và có thạch đào nữa. Bánh tiramisu 19k ngon, so với những thương hiệu khác là quá rẻ luôn. Nếu order trà thạch đào thì sẽ ko có miếng đào đâu nha
Nên thử trà sen vàng nha, cũng ngon ko kém",9.0
Highlands Coffee,https://www.foody.vn/ho-chi-minh/highlands-coffee-van-hanh-mall,Android,2018-05-10 22:24:00,Highlands Coffee - Vạn Hạnh Mall,"Đường sư Vạn Hanh, vị trí cũng đẹp luôn. Ngay góc ngoài của Van Hạnh mall . Có hơi bất tiện là Highland kg thông bên trong của VH mall , chỉ cửa bên ngoài thôi, khách vào trong VH muốn uống cafe Highland phải ra ngoài cổng để vào Highland .
Không gian đẹp chổ ngồi thoáng , ngồi ngắm đường phố cung vui.
Hôm nay mình uống loại này thấy mới và ngon nè .
Trà sen vàng có lớp kem trên uống thơm rất ngon , có hạt sen và thạch củ năng nửa.
Trà thạch đào bạn mình uống cung ok lắm ah.",8.0
Highlands Coffee,https://www.foody.vn/ho-chi-minh/highlands-coffee-van-hanh-mall,Android,2018-05-08 12:05:00,Highlands Coffee - Vạn Hạnh Mall,"Không gian: chắc cũng mới nên nhìn chỗ nào cũng sáng sủa, đèn vàng công suất lớn sáng trưng luôn. Nằm ở trệt, chiếm diện tích cũng khá rộng, bàn ghế đủ kiểu cả, mà cũng đông lắm nên wifi ko đc mạnh, nhạc mở hơi to nữa
Phục vụ: order tại quầy, thẻ rung tới nhận đc
Chất lượng: cả 2 món mình đều ưng cả
Cafe sữa đá: cf đậm sánh và thơm, độ sữa cũng vừa phải. Ai nói cf nhạt loãng mới đúng cf chất :))) mình vẫn thích vị cf Highlands
Trà đào: miếng đào cũng to, vị trà rõ ràng chứ ko phải kiểu nước đào đóng hộp pha ra ngọt lè đầy mùi công nghiệp",7.6
Highlands Coffee,https://www.foody.vn/ho-chi-minh/highlands-coffee-van-hanh-mall,Android,2018-04-26 09:22:00,Họp nhóm sáng chủ nhật,"Sáng chủ nhật lên trường họp nhóm cùng cả tổ, highlands vẫn đông như thường lệ, đi sớm nên tranh thủ ăn sáng ngồi đợi tới giờ họp luôn. Vẫn món cũ, chất lượng bánh mì thịt nướng lần đầu ăn ngon nhưng lần này ăn khô, nhạt ăn không nổi không biết là do đông quá hay sao mà làm vội vàng quên nước sốt. Mình thấy highlands lúc nào cũng đông đúc và quá ồn áo, nào là trẻ con, chạy giỡn, các chú bác nói chuyện khá lớn tiếng nên đây luôn là điểm trừ của highlands so với những chỗ mình hay lui tới.
Hy vọng sẽ không gặp lại tình trạng như vậy.",6.8
